label_name	bbox_x	bbox_y	bbox_width	bbox_height	image_name	image_width	image_height
sp01	1571	1131	114	94	sp01_img09.jpg	2960	2972
sp01	1597	1177	94	88	sp01_img09.jpg	2960	2972
sp01	1551	1223	140	88	sp01_img09.jpg	2960	2972
sp01	1452	1184	94	120	sp01_img09.jpg	2960	2972
sp01	1762	1026	94	94	sp01_img09.jpg	2960	2972
sp01	1828	1019	81	101	sp01_img09.jpg	2960	2972
sp01	1913	960	81	114	sp01_img09.jpg	2960	2972
sp01	1821	1085	108	107	sp01_img09.jpg	2960	2972
sp01	2052	966	61	114	sp01_img09.jpg	2960	2972
sp01	1979	1012	88	121	sp01_img09.jpg	2960	2972
sp01	2394	933	101	121	sp01_img09.jpg	2960	2972
sp01	2025	1118	114	81	sp01_img09.jpg	2960	2972
sp01	2091	1111	114	101	sp01_img09.jpg	2960	2972
sp01	2526	933	101	134	sp01_img09.jpg	2960	2972
sp01	2460	1012	121	114	sp01_img09.jpg	2960	2972
sp01	2434	1151	107	133	sp01_img09.jpg	2960	2972
sp01	2572	1355	154	167	sp01_img09.jpg	2960	2972
sp01	2770	1309	81	173	sp01_img09.jpg	2960	2972
sp01	2118	1335	140	121	sp01_img09.jpg	2960	2972
sp01	1966	1434	114	147	sp01_img09.jpg	2960	2972
sp01	1900	1553	141	127	sp01_img09.jpg	2960	2972
sp01	1920	1731	167	140	sp01_img09.jpg	2960	2972
sp01	1979	1605	147	134	sp01_img09.jpg	2960	2972
sp01	952	1348	160	160	sp01_img09.jpg	2960	2972
sp01	1512	1355	120	134	sp01_img09.jpg	2960	2972
sp01	1235	1559	160	154	sp01_img09.jpg	2960	2972
sp01	1136	1599	121	160	sp01_img09.jpg	2960	2972
sp01	1031	1632	120	147	sp01_img09.jpg	2960	2972
sp01	1182	1770	127	127	sp01_img09.jpg	2960	2972
sp01	741	1790	100	147	sp01_img09.jpg	2960	2972
sp01	826	1803	101	134	sp01_img09.jpg	2960	2972
sp01	497	2304	147	219	sp01_img09.jpg	2960	2972
sp01	853	1895	127	167	sp01_img09.jpg	2960	2972
sp01	2388	2047	140	153	sp01_img09.jpg	2960	2972
sp01	1992	2508	161	147	sp01_img09.jpg	2960	2972
sp01	2520	2034	133	173	sp01_img09.jpg	2960	2972
sp01	2546	2218	101	127	sp01_img09.jpg	2960	2972
sp01	2408	2330	120	121	sp01_img09.jpg	2960	2972
sp01	2079	2486	98	102	sp01_img10.jpg	2866	2857
sp01	2030	2545	59	71	sp01_img10.jpg	2866	2857
sp01	1969	2563	67	81	sp01_img10.jpg	2866	2857
sp01	447	2239	212	128	sp01_img10.jpg	2866	2857
sp01	690	1712	108	141	sp01_img10.jpg	2866	2857
sp01	789	1732	107	121	sp01_img10.jpg	2866	2857
sp01	815	1818	121	140	sp01_img10.jpg	2866	2857
sp01	987	1567	127	147	sp01_img10.jpg	2866	2857
sp01	947	1251	121	187	sp01_img10.jpg	2866	2857
sp01	1092	1528	108	134	sp01_img10.jpg	2866	2857
sp01	1217	1488	160	154	sp01_img10.jpg	2866	2857
sp01	1125	1719	140	127	sp01_img10.jpg	2866	2857
sp01	1461	1284	127	160	sp01_img10.jpg	2866	2857
sp01	1408	1126	95	121	sp01_img10.jpg	2866	2857
sp01	1507	1080	141	88	sp01_img10.jpg	2866	2857
sp01	1547	1152	94	55	sp01_img10.jpg	2866	2857
sp01	1527	1185	114	88	sp01_img10.jpg	2866	2857
sp01	1461	777	121	127	sp01_img10.jpg	2866	2857
sp01	1534	540	120	140	sp01_img10.jpg	2866	2857
sp01	2423	922	134	127	sp01_img10.jpg	2866	2857
sp01	2364	988	127	127	sp01_img10.jpg	2866	2857
sp01	2304	915	134	127	sp01_img10.jpg	2866	2857
sp01	2186	816	87	101	sp01_img10.jpg	2866	2857
sp01	2087	856	127	107	sp01_img10.jpg	2866	2857
sp01	2061	790	147	101	sp01_img10.jpg	2866	2857
sp01	2067	704	114	141	sp01_img10.jpg	2866	2857
sp01	1909	718	114	153	sp01_img10.jpg	2866	2857
sp01	1876	619	121	107	sp01_img10.jpg	2866	2857
sp01	1837	625	94	154	sp01_img10.jpg	2866	2857
sp01	1797	632	81	120	sp01_img10.jpg	2866	2857
sp01	1837	421	153	134	sp01_img10.jpg	2866	2857
sp01	1744	500	108	154	sp01_img10.jpg	2866	2857
sp01	1652	527	108	186	sp01_img10.jpg	2866	2857
sp01	2667	1304	87	134	sp01_img10.jpg	2866	2857
sp01	2324	1133	147	120	sp01_img10.jpg	2866	2857
sp01	2502	1370	134	120	sp01_img10.jpg	2866	2857
sp01	2041	1278	114	140	sp01_img10.jpg	2866	2857
sp01	2021	1087	107	94	sp01_img10.jpg	2866	2857
sp01	1942	1080	107	94	sp01_img10.jpg	2866	2857
sp01	1982	928	100	114	sp01_img10.jpg	2866	2857
sp01	1903	988	113	100	sp01_img10.jpg	2866	2857
sp01	1837	922	120	134	sp01_img10.jpg	2866	2857
sp01	1777	1054	108	100	sp01_img10.jpg	2866	2857
sp01	1771	968	94	107	sp01_img10.jpg	2866	2857
sp01	1698	988	108	100	sp01_img10.jpg	2866	2857
sp01	1632	895	128	108	sp01_img10.jpg	2866	2857
sp01	1553	948	134	121	sp01_img10.jpg	2866	2857
sp01	1896	1376	120	147	sp01_img10.jpg	2866	2857
sp01	1843	1482	94	127	sp01_img10.jpg	2866	2857
sp01	1916	1567	153	108	sp01_img10.jpg	2866	2857
sp01	1856	1699	121	108	sp01_img10.jpg	2866	2857
sp01	2390	1983	140	127	sp01_img10.jpg	2866	2857
sp01	2271	1983	141	140	sp01_img10.jpg	2866	2857
sp01	2436	2154	108	94	sp01_img10.jpg	2866	2857
sp01	2285	2253	140	127	sp01_img10.jpg	2866	2857
sp01	1883	2424	147	140	sp01_img10.jpg	2866	2857
sp01	1751	2110	141	101	sp01_img11.jpg	2684	2691
sp01	1648	2130	135	125	sp01_img11.jpg	2684	2691
sp01	1405	2080	180	146	sp01_img11.jpg	2684	2691
sp01	1603	1977	116	105	sp01_img11.jpg	2684	2691
sp01	1514	1977	121	105	sp01_img11.jpg	2684	2691
sp01	1974	1636	91	110	sp01_img11.jpg	2684	2691
sp01	1964	1344	110	145	sp01_img11.jpg	2684	2691
sp01	1860	1670	86	91	sp01_img11.jpg	2684	2691
sp01	1855	1596	96	81	sp01_img11.jpg	2684	2691
sp01	1801	1557	105	115	sp01_img11.jpg	2684	2691
sp01	1786	1685	120	86	sp01_img11.jpg	2684	2691
sp01	1702	1700	91	71	sp01_img11.jpg	2684	2691
sp01	1702	1631	111	81	sp01_img11.jpg	2684	2691
sp01	1717	1542	81	101	sp01_img11.jpg	2684	2691
sp01	1825	1492	116	86	sp01_img11.jpg	2684	2691
sp01	1840	1408	86	121	sp01_img11.jpg	2684	2691
sp01	1751	1448	101	86	sp01_img11.jpg	2684	2691
sp01	1692	1443	101	91	sp01_img11.jpg	2684	2691
sp01	1613	1483	121	81	sp01_img11.jpg	2684	2691
sp01	1539	1448	96	106	sp01_img11.jpg	2684	2691
sp01	1351	1621	200	116	sp01_img11.jpg	2684	2691
sp01	1845	1211	96	110	sp01_img11.jpg	2684	2691
sp01	1643	1201	130	101	sp01_img11.jpg	2684	2691
sp01	1633	1063	150	135	sp01_img11.jpg	2684	2691
sp01	1544	1023	86	111	sp01_img11.jpg	2684	2691
sp01	1480	1033	90	86	sp01_img11.jpg	2684	2691
sp01	1386	1176	100	86	sp01_img11.jpg	2684	2691
sp01	1391	1320	110	95	sp01_img11.jpg	2684	2691
sp01	1321	1389	121	91	sp01_img11.jpg	2684	2691
sp01	1267	1483	131	86	sp01_img11.jpg	2684	2691
sp01	1065	1428	125	101	sp01_img11.jpg	2684	2691
sp01	1242	1226	136	91	sp01_img11.jpg	2684	2691
sp01	1228	1097	115	116	sp01_img11.jpg	2684	2691
sp01	1287	993	111	96	sp01_img11.jpg	2684	2691
sp01	1158	830	136	101	sp01_img11.jpg	2684	2691
sp01	1178	1087	96	71	sp01_img11.jpg	2684	2691
sp01	1129	1043	120	81	sp01_img11.jpg	2684	2691
sp01	2013	376	141	120	sp01_img11.jpg	2684	2691
sp01	1593	129	106	86	sp01_img11.jpg	2684	2691
sp01	1351	114	135	115	sp01_img11.jpg	2684	2691
sp01	995	974	121	125	sp01_img11.jpg	2684	2691
sp01	842	1127	101	115	sp01_img11.jpg	2684	2691
sp01	768	1147	101	90	sp01_img11.jpg	2684	2691
sp01	679	1211	121	91	sp01_img11.jpg	2684	2691
sp01	694	1176	76	52	sp01_img11.jpg	2684	2691
sp01	155	1488	131	81	sp01_img11.jpg	2684	2691
sp01	160	1404	106	110	sp01_img11.jpg	2684	2691
sp01	580	1112	131	116	sp01_img11.jpg	2684	2691
sp01	714	993	120	101	sp01_img11.jpg	2684	2691
sp01	620	939	96	86	sp01_img11.jpg	2684	2691
sp01	600	880	116	81	sp01_img11.jpg	2684	2691
sp01	615	816	96	100	sp01_img11.jpg	2684	2691
sp01	590	761	91	86	sp01_img11.jpg	2684	2691
sp01	640	732	95	71	sp01_img11.jpg	2684	2691
sp01	600	578	96	76	sp01_img11.jpg	2684	2691
sp01	620	648	96	46	sp01_img11.jpg	2684	2691
sp01	753	371	141	86	sp01_img11.jpg	2684	2691
sp01	733	277	146	96	sp01_img11.jpg	2684	2691
sp01	536	643	86	90	sp01_img11.jpg	2684	2691
sp01	531	1008	120	111	sp01_img11.jpg	2684	2691
sp01	1000	643	116	150	sp01_img11.jpg	2684	2691
sp01	709	875	91	110	sp01_img11.jpg	2684	2691
sp01	309	1097	110	121	sp01_img11.jpg	2684	2691
sp01	363	944	111	111	sp01_img11.jpg	2684	2691
sp01	457	825	96	106	sp01_img11.jpg	2684	2691
sp01	477	697	85	101	sp01_img11.jpg	2684	2691
sp01	679	484	96	106	sp01_img11.jpg	2684	2691
sp01	600	484	91	116	sp01_img11.jpg	2684	2691
sp01	393	618	105	101	sp01_img11.jpg	2684	2691
sp01	259	776	116	106	sp01_img11.jpg	2684	2691
sp01	2164	1813	106	106	sp01_img12.jpg	2921	2938
sp01	2159	1487	121	101	sp01_img12.jpg	2921	2938
sp01	2026	1804	101	110	sp01_img12.jpg	2921	2938
sp01	2016	1744	86	76	sp01_img12.jpg	2921	2938
sp01	1977	1729	81	67	sp01_img12.jpg	2921	2938
sp01	1883	1710	96	76	sp01_img12.jpg	2921	2938
sp01	1977	1621	115	76	sp01_img12.jpg	2921	2938
sp01	1986	1557	91	105	sp01_img12.jpg	2921	2938
sp01	1922	1571	71	101	sp01_img12.jpg	2921	2938
sp01	1838	1586	96	81	sp01_img12.jpg	2921	2938
sp01	1764	1611	86	91	sp01_img12.jpg	2921	2938
sp01	1670	1591	101	106	sp01_img12.jpg	2921	2938
sp01	1487	1774	141	116	sp01_img12.jpg	2921	2938
sp01	1739	2154	76	101	sp01_img12.jpg	2921	2938
sp01	1670	2164	91	106	sp01_img12.jpg	2921	2938
sp01	1571	2288	126	110	sp01_img12.jpg	2921	2938
sp01	1893	2308	115	110	sp01_img12.jpg	2921	2938
sp01	1779	2337	120	101	sp01_img12.jpg	2921	2938
sp01	2006	1319	101	116	sp01_img12.jpg	2921	2938
sp01	1799	1300	115	90	sp01_img12.jpg	2921	2938
sp01	1804	1186	120	111	sp01_img12.jpg	2921	2938
sp01	1700	1137	71	90	sp01_img12.jpg	2921	2938
sp01	1636	1112	95	101	sp01_img12.jpg	2921	2938
sp01	1527	1280	91	106	sp01_img12.jpg	2921	2938
sp01	1527	1443	96	71	sp01_img12.jpg	2921	2938
sp01	1438	1507	111	101	sp01_img12.jpg	2921	2938
sp01	1398	1611	116	111	sp01_img12.jpg	2921	2938
sp01	1176	1561	106	91	sp01_img12.jpg	2921	2938
sp01	1384	1319	100	116	sp01_img12.jpg	2921	2938
sp01	1369	1225	81	67	sp01_img12.jpg	2921	2938
sp01	1428	1067	91	101	sp01_img12.jpg	2921	2938
sp01	1300	1171	86	81	sp01_img12.jpg	2921	2938
sp01	1265	1127	91	95	sp01_img12.jpg	2921	2938
sp01	2248	435	121	111	sp01_img12.jpg	2921	2938
sp01	1754	138	126	106	sp01_img12.jpg	2921	2938
sp01	1517	129	121	130	sp01_img12.jpg	2921	2938
sp01	1300	880	115	125	sp01_img12.jpg	2921	2938
sp01	1112	712	125	115	sp01_img12.jpg	2921	2938
sp01	939	1235	71	111	sp01_img12.jpg	2921	2938
sp01	860	1235	101	91	sp01_img12.jpg	2921	2938
sp01	766	1319	101	91	sp01_img12.jpg	2921	2938
sp01	652	1201	91	101	sp01_img12.jpg	2921	2938
sp01	801	1072	95	116	sp01_img12.jpg	2921	2938
sp01	771	954	106	86	sp01_img12.jpg	2921	2938
sp01	702	1018	81	81	sp01_img12.jpg	2921	2938
sp01	682	949	86	71	sp01_img12.jpg	2921	2938
sp01	702	894	81	76	sp01_img12.jpg	2921	2938
sp01	682	820	81	76	sp01_img12.jpg	2921	2938
sp01	731	786	76	71	sp01_img12.jpg	2921	2938
sp01	687	721	81	81	sp01_img12.jpg	2921	2938
sp01	618	692	96	96	sp01_img12.jpg	2921	2938
sp01	707	682	81	81	sp01_img12.jpg	2921	2938
sp01	702	618	81	96	sp01_img12.jpg	2921	2938
sp01	771	524	111	120	sp01_img12.jpg	2921	2938
sp01	682	529	106	101	sp01_img12.jpg	2921	2938
sp01	865	306	96	101	sp01_img12.jpg	2921	2938
sp01	870	400	105	86	sp01_img12.jpg	2921	2938
sp01	1087	1062	126	101	sp01_img12.jpg	2921	2938
sp01	544	751	95	91	sp01_img12.jpg	2921	2938
sp01	465	662	86	101	sp01_img12.jpg	2921	2938
sp01	326	835	121	106	sp01_img12.jpg	2921	2938
sp01	435	1028	101	101	sp01_img12.jpg	2921	2938
sp01	529	885	101	105	sp01_img12.jpg	2921	2938
sp01	603	1082	96	101	sp01_img12.jpg	2921	2938
sp01	361	1176	115	126	sp01_img12.jpg	2921	2938
sp01	193	1517	115	91	sp01_img12.jpg	2921	2938
sp01	193	1586	115	71	sp01_img12.jpg	2921	2938
sp01	1853	1794	96	76	sp01_img12.jpg	2921	2938
sp01	1942	1823	86	96	sp01_img12.jpg	2921	2938
sp01	1858	1853	96	81	sp01_img12.jpg	2921	2938
sp02	865	441	166	166	sp02_img01.jpg	2869	2865
sp02	1141	157	180	167	sp02_img01.jpg	2869	2865
sp02	1668	217	213	166	sp02_img01.jpg	2869	2865
sp02	1372	546	279	272	sp02_img01.jpg	2869	2865
sp02	2044	763	200	167	sp02_img01.jpg	2869	2865
sp02	2004	902	154	133	sp02_img01.jpg	2869	2865
sp02	1398	1370	187	160	sp02_img01.jpg	2869	2865
sp02	1418	1567	200	154	sp02_img01.jpg	2869	2865
sp02	1306	1706	193	153	sp02_img01.jpg	2869	2865
sp02	1062	1738	154	134	sp02_img01.jpg	2869	2865
sp02	904	1679	127	154	sp02_img01.jpg	2869	2865
sp02	812	1804	160	154	sp02_img01.jpg	2869	2865
sp02	693	1626	154	187	sp02_img01.jpg	2869	2865
sp02	436	1541	114	166	sp02_img01.jpg	2869	2865
sp02	298	1409	140	127	sp02_img01.jpg	2869	2865
sp02	1220	1916	147	114	sp02_img01.jpg	2869	2865
sp02	1076	1910	133	147	sp02_img01.jpg	2869	2865
sp02	1089	2042	147	113	sp02_img01.jpg	2869	2865
sp02	1122	2114	140	101	sp02_img01.jpg	2869	2865
sp02	1319	2002	174	140	sp02_img01.jpg	2869	2865
sp02	1794	1956	133	180	sp02_img01.jpg	2869	2865
sp02	1906	1976	127	147	sp02_img01.jpg	2869	2865
sp02	2037	1712	160	147	sp02_img01.jpg	2869	2865
sp02	2110	1857	134	154	sp02_img01.jpg	2869	2865
sp02	2070	2009	95	153	sp02_img01.jpg	2869	2865
sp02	2130	2358	140	160	sp02_img01.jpg	2869	2865
sp02	2400	1482	140	140	sp02_img01.jpg	2869	2865
sp02	2611	1752	127	127	sp02_img01.jpg	2869	2865
sp02	2532	1883	127	128	sp02_img01.jpg	2869	2865
sp02	2041	298	112	127	sp02_img01.jpg	2869	2865
sp02	2209	409	122	152	sp02_img01.jpg	2869	2865
sp02	233	1237	166	140	sp02_img02.jpg	2644	2643
sp02	371	1421	114	108	sp02_img02.jpg	2644	2643
sp02	799	367	213	187	sp02_img02.jpg	2644	2643
sp02	1089	137	187	147	sp02_img02.jpg	2644	2643
sp02	1583	216	167	173	sp02_img02.jpg	2644	2643
sp02	1274	493	226	225	sp02_img02.jpg	2644	2643
sp02	1932	756	161	114	sp02_img02.jpg	2644	2643
sp02	1880	848	147	127	sp02_img02.jpg	2644	2643
sp02	2203	1408	146	127	sp02_img02.jpg	2644	2643
sp02	1873	1613	114	140	sp02_img02.jpg	2644	2643
sp02	1919	1777	127	114	sp02_img02.jpg	2644	2643
sp02	1880	1902	114	121	sp02_img02.jpg	2644	2643
sp02	2380	1672	121	114	sp02_img02.jpg	2644	2643
sp02	2334	1797	121	121	sp02_img02.jpg	2644	2643
sp02	1913	2205	153	154	sp02_img02.jpg	2644	2643
sp02	1735	1830	107	153	sp02_img02.jpg	2644	2643
sp02	1623	1837	147	153	sp02_img02.jpg	2644	2643
sp02	1287	1257	140	140	sp02_img02.jpg	2644	2643
sp02	1326	1461	114	160	sp02_img02.jpg	2644	2643
sp02	1214	1593	154	120	sp02_img02.jpg	2644	2643
sp02	1208	1837	133	146	sp02_img02.jpg	2644	2643
sp02	1096	1751	120	114	sp02_img02.jpg	2644	2643
sp02	990	1949	154	107	sp02_img02.jpg	2644	2643
sp02	944	1863	154	94	sp02_img02.jpg	2644	2643
sp02	951	1757	134	128	sp02_img02.jpg	2644	2643
sp02	971	1593	114	133	sp02_img02.jpg	2644	2643
sp02	806	1533	147	134	sp02_img02.jpg	2644	2643
sp02	740	1652	114	107	sp02_img02.jpg	2644	2643
sp02	595	1501	147	140	sp02_img02.jpg	2644	2643
